% Model:              20150819_beam.mph
% Version:            COMSOL 5.0.0.243
% Date:               Aug 26 2015, 11:20
% Dimension:          1
% Nodes:              1001
% Expressions:        1
% Description:        Point graph
% x                       Height
1591587.4                 1.2818072150654953E-8
1591587.6                 1.285442226109058E-8
1591587.8                 1.2890979103569183E-8
1591588                   1.2927744446510678E-8
1591588.2                 1.2964720078516338E-8
1591588.4                 1.3001907808700904E-8
1591588.6                 1.3039309467031095E-8
1591588.8                 1.3076926904451218E-8
1591589                   1.31147619934496E-8
1591589.2                 1.3152816628195167E-8
1591589.4                 1.3191092724896769E-8
1591589.6                 1.3229592222169604E-8
1591589.8                 1.3268317081182773E-8
1591590                   1.3307269286261014E-8
1591590.2                 1.3346450845044415E-8
1591590.4                 1.3385863788877845E-8
1591590.6                 1.3425510173208086E-8
1591590.8                 1.346539207775597E-8
1591591                   1.3505511607156896E-8
1591591.2                 1.3545870891146326E-8
1591591.4                 1.358647208498258E-8
1591591.6                 1.3627317369877787E-8
1591591.8                 1.3668408953197891E-8
1591592                   1.37097490691453E-8
1591592.2                 1.3751339978973664E-8
1591592.4                 1.3793183971447268E-8
1591592.6                 1.3835283363309892E-8
1591592.8                 1.3877640499515586E-8
1591593                   1.3920257753958013E-8
1591593.2                 1.3963137529717822E-8
1591593.4                 1.4006282259562926E-8
1591593.6                 1.4049694406458959E-8
1591593.8                 1.4093376463835194E-8
1591594                   1.4137330956364854E-8
1591594.2                 1.4181560440249301E-8
1591594.4                 1.4226067503763711E-8
1591594.6                 1.4270854767813803E-8
1591594.8                 1.431592488624117E-8
1591595                   1.4361280546659877E-8
1591595.2                 1.4406924470782176E-8
1591595.4                 1.4452859415014435E-8
1591595.6                 1.449908817106571E-8
1591595.8                 1.4545613566297142E-8
1591596                   1.4592438464621111E-8
1591596.2                 1.4639565766873297E-8
1591596.4                 1.4686998411465116E-8
1591596.6                 1.4734739375049674E-8
1591596.8                 1.4782791672921299E-8
1591597                   1.4831158359983439E-8
1591597.2                 1.4879842531173613E-8
1591597.4                 1.4928847322178443E-8
1591597.6                 1.497817591016404E-8
1591597.8                 1.5027831514231998E-8
1591598                   1.5077817396463696E-8
1591598.2                 1.5128136862404853E-8
1591598.4                 1.5178793261850766E-8
1591598.6                 1.5229789989648702E-8
1591598.8                 1.528113048621778E-8
1591599                   1.5332818238678384E-8
1591599.2                 1.5384856781403824E-8
1591599.4                 1.543724969688465E-8
1591599.6                 1.549000061661159E-8
1591599.8                 1.5543113221667955E-8
1591600                   1.5596591243953618E-8
1591600.2                 1.5650438466813233E-8
1591600.4                 1.57046587259888E-8
1591600.6                 1.575925591059369E-8
1591600.8                 1.5814233963786784E-8
1591601                   1.5869596884102642E-8
1591601.2                 1.5925348726166127E-8
1591601.4                 1.598149360174476E-8
1591601.6                 1.6038035680824862E-8
1591601.8                 1.609497919237916E-8
1591602                   1.6152328425815314E-8
1591602.2                 1.6210087731789137E-8
1591602.4                 1.626826152336943E-8
1591602.6                 1.6326854277229408E-8
1591602.8                 1.6385870534520678E-8
1591603                   1.6445314902454657E-8
1591603.2                 1.65051920552281E-8
1591603.4                 1.6565506735315147E-8
1591603.6                 1.662626375478911E-8
1591603.8                 1.6687467996317795E-8
1591604                   1.6749124414894595E-8
1591604.2                 1.681123803889198E-8
1591604.4                 1.6873813971497827E-8
1591604.6                 1.6936857392185134E-8
1591604.8                 1.700037355784584E-8
1591605                   1.706436780469084E-8
1591605.2                 1.7128845549449915E-8
1591605.4                 1.7193812290971796E-8
1591605.6                 1.725927361186232E-8
1591605.8                 1.7325235179776414E-8
1591606                   1.739170274950961E-8
1591606.2                 1.7458682164365634E-8
1591606.4                 1.7526179357943016E-8
1591606.6                 1.7594200355964878E-8
1591606.8                 1.766275127775302E-8
1591607                   1.7731838338536154E-8
1591607.2                 1.780146785101027E-8
1591607.4                 1.7871646227338183E-8
1591607.6                 1.794237998119848E-8
1591607.8                 1.801367572946866E-8
1591608                   1.8085540194780275E-8
1591608.2                 1.815798020730101E-8
1591608.4                 1.823100270697816E-8
1591608.6                 1.8304614745838507E-8
1591608.8                 1.837882348991251E-8
1591609                   1.8453636222071324E-8
1591609.2                 1.8529060344064508E-8
1591609.4                 1.860510337904368E-8
1591609.6                 1.8681772974150684E-8
1591609.8                 1.875907690272024E-8
1591610                   1.8837023067439644E-8
1591610.2                 1.891561950268231E-8
1591610.4                 1.899487437735397E-8
1591610.6                 1.9074795997812787E-8
1591610.8                 1.9155392810394895E-8
1591611                   1.9236673404944628E-8
1591611.2                 1.9318646517491036E-8
1591611.4                 1.9401321033466565E-8
1591611.6                 1.9484705991011052E-8
1591611.8                 1.9568810583872086E-8
1591612                   1.9653644165362266E-8
1591612.2                 1.9739216251434565E-8
1591612.4                 1.98255365243327E-8
1591612.6                 1.9912614836339848E-8
1591612.8                 2.0000461213115907E-8
1591613                   2.0089085858148398E-8
1591613.2                 2.0178499156293164E-8
1591613.4                 2.0268711677926196E-8
1591613.6                 2.0359734183209954E-8
1591613.8                 2.0451577625940795E-8
1591614                   2.054425315857291E-8
1591614.2                 2.0637772136303377E-8
1591614.4                 2.073214612180887E-8
1591614.6                 2.082738689011571E-8
1591614.8                 2.0923506433045757E-8
1591615                   2.1020516964907523E-8
1591615.2                 2.111843092722007E-8
1591615.4                 2.121726099413428E-8
1591615.6                 2.131702007801022E-8
1591615.8                 2.1417721334566448E-8
1591616                   2.1519378169351523E-8
1591616.2                 2.1622004243220073E-8
1591616.4                 2.1725613478558393E-8
1591616.6                 2.1830220065692902E-8
1591616.8                 2.193583846887012E-8
1591617                   2.20424834336439E-8
1591617.2                 2.2150169993240658E-8
1591617.4                 2.225891347573329E-8
1591617.6                 2.2368729511430605E-8
1591617.8                 2.2479634039841177E-8
1591618                   2.259164331813991E-8
1591618.2                 2.2704773928588328E-8
1591618.4                 2.2819042786831273E-8
1591618.6                 2.293446715044838E-8
1591618.8                 2.3051064627088358E-8
1591619                   2.316885318421326E-8
1591619.2                 2.3287851157775396E-8
1591619.4                 2.340807726184877E-8
1591619.6                 2.3529550598563795E-8
1591619.8                 2.3652290667639057E-8
1591620                   2.377631737764487E-8
1591620.2                 2.3901651056183367E-8
1591620.4                 2.4028312461114233E-8
1591620.6                 2.4156322792142544E-8
1591620.8                 2.4285703702026404E-8
1591621                   2.441647730965631E-8
1591621.2                 2.4548666212041155E-8
1591621.4                 2.4682293497446224E-8
1591621.6                 2.481738275896722E-8
1591621.8                 2.4953958107756646E-8
1591622                   2.5092044188283683E-8
1591622.2                 2.523166619249971E-8
1591622.4                 2.5372849875283038E-8
1591622.6                 2.5515621570408722E-8
1591622.8                 2.5660008206220225E-8
1591623                   2.580603732352064E-8
1591623.2                 2.5953737092382622E-8
1591623.4                 2.6103136330388234E-8
1591623.6                 2.6254264521506426E-8
1591623.8                 2.6407151834739367E-8
1591624                   2.656182914520812E-8
1591624.2                 2.671832805418708E-8
1591624.4                 2.6876680910750015E-8
1591624.6                 2.7036920834194773E-8
1591624.8                 2.719908173632947E-8
1591625                   2.736319834645753E-8
1591625.2                 2.752930623536648E-8
1591625.4                 2.7697441841148776E-8
1591625.6                 2.7867642495979282E-8
1591625.8                 2.8039946452880913E-8
1591626                   2.8214392915499067E-8
1591626.2                 2.8391022066967662E-8
1591626.4                 2.856987510087905E-8
1591626.6                 2.8750994253435588E-8
1591626.8                 2.893442283576132E-8
1591627                   2.912020526959754E-8
1591627.2                 2.9308387122222875E-8
1591627.4                 2.949901514381367E-8
1591627.6                 2.9692137306275447E-8
1591627.8                 2.9887802842466195E-8
1591628                   3.008606228926185E-8
1591628.2                 3.028696753004112E-8
1591628.4                 3.049057184003348E-8
1591628.6                 3.069692993351031E-8
1591628.8                 3.09060980116818E-8
1591629                   3.111813381500252E-8
1591629.2                 3.133309667517743E-8
1591629.4                 3.155104757056527E-8
